Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Gl-121_S45.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0042942414222527595)	(23.0, 0.0042942414222527595)	(24.0, 0.0042942414222527595)	(25.0, 0.0)	(26.0, 0.06870786275604415)	(27.0, 0.5378537381371582)	(28.0, 0.6312534890711556)	(29.0, 0.3209945463133937)	(30.0, 0.10520891484519258)	(31.0, 0.1427835272899043)	(32.0, 0.11057671662300851)	(33.0, 0.09769399235625026)	(34.0, 0.06226650062266502)	(35.0, 0.10413535448962942)	(36.0, 0.3285094688023361)	(37.0, 0.16854897582342085)	(38.0, 0.2243741143127067)	(39.0, 0.3317301498690257)	(40.0, 0.08695838880061839)	(41.0, 0.047236655644780356)	(42.0, 0.053678017778159504)	(43.0, 0.03542749173358527)	(44.0, 0.049383776355906746)	(45.0, 0.10950315626744536)	(46.0, 0.38540816764718494)	(47.0, 2.436982007128448)	(48.0, 6.268518916133396)	(49.0, 3.7080774681152633)	(50.0, 28.18203289388923)	(51.0, 53.518057285180696)	(52.0, 1.5094258599218444)	(53.0, 0.17821101902348951)	(54.0, 0.09769399235625027)	(55.0, 0.061192940267101814)	(56.0, 0.018250526044574226)	(57.0, 0.006441362133379139)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-121_S45.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0030272146597915034)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0030272146597915034)	(25.0, 0.033299361257706536)	(26.0, 0.16548773473526887)	(27.0, 0.36124761606845257)	(28.0, 0.5448986387624709)	(29.0, 0.4672001291611552)	(30.0, 0.273458390934499)	(31.0, 0.332993612577065)	(32.0, 0.23309552880394577)	(33.0, 0.13521558813735385)	(34.0, 0.07265315183499607)	(35.0, 0.08678015358068975)	(36.0, 0.21392316929193292)	(37.0, 0.18163287958749025)	(38.0, 0.2068596684190861)	(39.0, 0.1695240209483242)	(40.0, 0.0938436544535366)	(41.0, 0.10393436998617493)	(42.0, 0.15741516230915825)	(43.0, 0.11705230017860478)	(44.0, 0.17860566492769875)	(45.0, 0.4147284083914358)	(46.0, 1.1705230017860457)	(47.0, 4.093803291591359)	(48.0, 13.62246596906201)	(49.0, 11.279401822383434)	(50.0, 21.79493647894529)	(51.0, 33.52842050029787)	(52.0, 8.200724513375219)	(53.0, 1.1765774311056294)	(54.0, 0.30272146597915023)	(55.0, 0.12108858639166013)	(56.0, 0.07265315183499609)	(57.0, 0.01816328795874902)	(58.0, 0.00908164397937451)	(59.0, 0.006054429319583007)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0030272146597915034)	(64.0, 0.006054429319583007)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0030272146597915034)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.004036286213055337)	(78.0, 0.004036286213055337)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0030272146597915034)	(82.0, 0.0)	(83.0, 0.0030272146597915034)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0030272146597915034)	(88.0, 0.0030272146597915034)	(89.0, 0.006054429319583007)	(90.0, 0.0030272146597915034)	(91.0, 0.0)	(92.0, 0.0030272146597915034)	(93.0, 0.006054429319583007)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0030272146597915034)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-124_S46.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0033073157825109114)	(26.0, 0.03417559641927942)	(27.0, 0.13229263130043648)	(28.0, 0.23592185915244507)	(29.0, 0.10914142082286007)	(30.0, 0.034175596419279426)	(31.0, 0.07717070159192126)	(32.0, 0.06173656127353701)	(33.0, 0.037482912201790335)	(34.0, 0.013229263130043646)	(35.0, 0.0286634034484279)	(36.0, 0.07717070159192127)	(37.0, 0.049609736737663675)	(38.0, 0.14221457864796921)	(39.0, 0.15544384177801285)	(40.0, 0.029765842042598207)	(41.0, 0.020946333289235772)	(42.0, 0.01763901750672486)	(43.0, 0.004409754376681215)	(44.0, 0.0)	(45.0, 0.01102438594170304)	(46.0, 0.28442915729593826)	(47.0, 1.650350575472939)	(48.0, 5.042554129734934)	(49.0, 2.9787890814481783)	(50.0, 30.041451691140768)	(51.0, 56.49446575825734)	(52.0, 1.5158530669841674)	(53.0, 0.30647792917934447)	(54.0, 0.1433170172421395)	(55.0, 0.1389072628654583)	(56.0, 0.10252678925783823)	(57.0, 0.02204877188340608)	(58.0, 0.0)	(59.0, 0.0033073157825109114)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-124_S46.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.004224712455508458)	(24.0, 0.0073932467971397995)	(25.0, 0.00950560302489403)	(26.0, 0.041190946441207466)	(27.0, 0.12779755177913085)	(28.0, 0.18166263558686374)	(29.0, 0.11406723629872834)	(30.0, 0.07393246797139799)	(31.0, 0.11301105818485122)	(32.0, 0.11829194875423679)	(33.0, 0.09188749590730892)	(34.0, 0.0665392211742582)	(35.0, 0.031685343416313426)	(36.0, 0.039078590213453224)	(37.0, 0.08555042722404627)	(38.0, 0.12040430498199105)	(39.0, 0.09083131779343183)	(40.0, 0.06337068683262687)	(41.0, 0.06337068683262687)	(42.0, 0.07182011174364378)	(43.0, 0.07498864608527513)	(44.0, 0.1172357706403597)	(45.0, 0.1890558823840035)	(46.0, 0.8586728065820953)	(47.0, 3.855050115651468)	(48.0, 13.691236890189396)	(49.0, 10.66634277204519)	(50.0, 22.74690803857121)	(51.0, 35.70198878338863)	(52.0, 8.37971715550105)	(53.0, 1.1945374467950154)	(54.0, 0.40662857384268886)	(55.0, 0.28833662508845215)	(56.0, 0.18694352615624935)	(57.0, 0.07287628985752088)	(58.0, 0.027460630960804974)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.004224712455508458)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.003168534341631343)	(67.0, 0.003168534341631343)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.003168534341631343)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.003168534341631343)	(84.0, 0.003168534341631343)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.003168534341631343)	(95.0, 0.003168534341631343)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-125_S47.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0014180575447751665)	(23.0, 0.0014180575447751665)	(24.0, 0.0)	(25.0, 0.002836115089550333)	(26.0, 0.004254172634325499)	(27.0, 0.018434748082077165)	(28.0, 0.022688920716402664)	(29.0, 0.012762517902976497)	(30.0, 0.0033088009378087215)	(31.0, 0.014653261296010054)	(32.0, 0.012762517902976497)	(33.0, 0.007090287723875832)	(34.0, 0.009453716965167775)	(35.0, 0.017962062233818774)	(36.0, 0.01512594714426844)	(37.0, 0.05766767348752343)	(38.0, 0.03592412446763755)	(39.0, 0.031197265985053655)	(40.0, 0.03781486786067109)	(41.0, 0.017489376385560387)	(42.0, 0.009926402813426164)	(43.0, 0.006617601875617443)	(44.0, 0.0061449160273590545)	(45.0, 0.021743549019885886)	(46.0, 0.3200083192709298)	(47.0, 2.248093894316882)	(48.0, 4.645556516683522)	(49.0, 2.4291325741998318)	(50.0, 30.713235676436994)	(51.0, 55.00692484767704)	(52.0, 1.2842874497180448)	(53.0, 0.34600604092514087)	(54.0, 1.1599710716260865)	(55.0, 1.195895196093724)	(56.0, 0.2595045306938555)	(57.0, 0.016544004689043608)	(58.0, 0.0014180575447751665)	(59.0, 0.0)	(60.0, 0.001890743393033555)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0014180575447751665)	(64.0, 0.0014180575447751665)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-125_S47.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0013642999095014679)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0013642999095014679)	(26.0, 0.0)	(27.0, 0.004092899728504403)	(28.0, 0.021374031915522992)	(29.0, 0.025466931644027396)	(30.0, 0.005002433001505381)	(31.0, 0.03365273110103619)	(32.0, 0.05184339656105578)	(33.0, 0.03228843119153473)	(34.0, 0.025012165007526913)	(35.0, 0.01182393254901272)	(36.0, 0.016371598914017613)	(37.0, 0.03820039746604109)	(38.0, 0.033652731101036205)	(39.0, 0.033652731101036205)	(40.0, 0.03820039746604109)	(41.0, 0.03410749773753668)	(42.0, 0.047295730196050864)	(43.0, 0.07048882865757584)	(44.0, 0.10277725984911056)	(45.0, 0.1809971213271946)	(46.0, 1.1446476240717378)	(47.0, 4.973782703406003)	(48.0, 12.534732801862635)	(49.0, 9.795673350220072)	(50.0, 23.1003260676793)	(51.0, 35.72010023056567)	(52.0, 7.739673386601723)	(53.0, 1.3483830772239556)	(54.0, 1.2133173861833095)	(55.0, 1.1209997589737084)	(56.0, 0.3606299427448881)	(57.0, 0.08322229447958952)	(58.0, 0.014097765731515164)	(59.0, 0.004092899728504403)	(60.0, 0.0013642999095014679)	(61.0, 0.0027285998190029357)	(62.0, 0.0018190665460019568)	(63.0, 0.004547666365004892)	(64.0, 0.0027285998190029357)	(65.0, 0.0027285998190029357)	(66.0, 0.0013642999095014679)	(67.0, 0.0013642999095014679)	(68.0, 0.0)	(69.0, 0.0013642999095014679)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0013642999095014679)	(74.0, 0.0013642999095014679)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0018190665460019568)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0013642999095014679)	(83.0, 0.0027285998190029357)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0013642999095014679)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0018190665460019568)	(98.0, 0.0013642999095014679)	(99.0, 0.0013642999095014679)	(100.0, 0.0027285998190029357)
Gl-14_S2.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.03907013088493846)	(25.0, 0.0)	(26.0, 0.9962883375659308)	(27.0, 6.934948232076578)	(28.0, 8.185192420394609)	(29.0, 4.737253369798789)	(30.0, 1.1232662629419805)	(31.0, 1.3088493846454388)	(32.0, 1.3869896464153157)	(33.0, 0.6153545614377808)	(34.0, 0.36139871068568075)	(35.0, 0.7911701504200038)	(36.0, 1.4260597773002541)	(37.0, 2.8228169564368035)	(38.0, 3.5846845086931034)	(39.0, 5.8409845672983005)	(40.0, 4.1609689392459455)	(41.0, 2.3930455167024802)	(42.0, 1.4162922445790194)	(43.0, 0.6837272904864231)	(44.0, 0.6055870287165462)	(45.0, 0.4590740378980269)	(46.0, 0.5469818323891384)	(47.0, 1.123266262941981)	(48.0, 2.3735104512600107)	(49.0, 2.539558507520999)	(50.0, 6.192615745262748)	(51.0, 12.111740574330918)	(52.0, 4.414924789998046)	(53.0, 7.306114475483495)	(54.0, 5.440515725727681)	(55.0, 2.5004883766360613)	(56.0, 1.9925766751318619)	(57.0, 1.191638991990623)	(58.0, 0.9474506739597575)	(59.0, 0.6446571596014846)	(60.0, 0.5860519632740768)	(61.0, 0.15628052353975383)	(62.0, 0.0)	(63.0, 0.029302598163703845)	(64.0, 0.029302598163703845)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-14_S2.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.03405994550408718)	(24.0, 0.11069482288828335)	(25.0, 0.2639645776566757)	(26.0, 2.035081743869209)	(27.0, 4.44482288828338)	(28.0, 6.215940054495921)	(29.0, 5.68801089918257)	(30.0, 3.5848092643051737)	(31.0, 4.453337874659403)	(32.0, 4.087193460490463)	(33.0, 0.911103542234332)	(34.0, 0.6641689373297001)	(35.0, 0.7748637602179834)	(36.0, 1.0728882833787463)	(37.0, 1.1154632152588553)	(38.0, 1.7370572207084465)	(39.0, 3.4485694822888266)	(40.0, 3.005790190735693)	(41.0, 1.8818119891008172)	(42.0, 1.4645776566757496)	(43.0, 1.3794277929155316)	(44.0, 0.7493188010899178)	(45.0, 0.8940735694822883)	(46.0, 0.99625340599455)	(47.0, 1.5412125340599458)	(48.0, 4.104223433242507)	(49.0, 4.036103542234333)	(50.0, 5.568801089918259)	(51.0, 7.816757493188008)	(52.0, 5.296321525885562)	(53.0, 6.513964577656683)	(54.0, 4.8279972752043605)	(55.0, 2.9376702997275186)	(56.0, 2.0776566757493176)	(57.0, 1.5326975476839235)	(58.0, 1.1410081743869205)	(59.0, 0.5705040871934602)	(60.0, 0.374659400544959)	(61.0, 0.3491144414168936)	(62.0, 0.1958446866485013)	(63.0, 0.0)	(64.0, 0.025544959128065387)	(65.0, 0.025544959128065387)	(66.0, 0.051089918256130774)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-15_S3.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.012601865076031254)	(13.0, 0.012601865076031254)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.012601865076031254)	(18.0, 0.0)	(19.0, 0.01680248676804167)	(20.0, 0.01680248676804167)	(21.0, 0.09241367722422918)	(22.0, 0.4200621692010418)	(23.0, 0.6132907670335213)	(24.0, 0.3486516004368646)	(25.0, 0.2646391665966563)	(26.0, 0.4998739813492397)	(27.0, 3.80996387465345)	(28.0, 4.280433504158615)	(29.0, 3.1084600520877124)	(30.0, 1.3610014282113745)	(31.0, 1.4324119969755518)	(32.0, 1.1551709653028648)	(33.0, 0.5628833067293961)	(34.0, 1.1383684785348231)	(35.0, 4.234226665546499)	(36.0, 2.3817524993699086)	(37.0, 2.394354364445938)	(38.0, 4.112408636478198)	(39.0, 4.717298160127694)	(40.0, 2.201125766613459)	(41.0, 1.646643703268083)	(42.0, 1.5458287826598323)	(43.0, 1.8692766529446359)	(44.0, 4.704696295051666)	(45.0, 1.6382424598840626)	(46.0, 0.7267075527178026)	(47.0, 4.301436612618666)	(48.0, 7.225069310257918)	(49.0, 1.4786188355876666)	(50.0, 2.0751071158531467)	(51.0, 3.1882718642359094)	(52.0, 3.759556414349325)	(53.0, 4.53667142737125)	(54.0, 5.738049231286229)	(55.0, 4.704696295051665)	(56.0, 4.200621692010417)	(57.0, 3.205074351003951)	(58.0, 2.0835083592371686)	(59.0, 0.9535411240863647)	(60.0, 0.5040746030412502)	(61.0, 0.24783667982861465)	(62.0, 0.1134167856842813)	(63.0, 0.10081492060825004)	(64.0, 0.13441989414433336)	(65.0, 0.054608081996135434)	(66.0, 0.03360497353608334)	(67.0, 0.01680248676804167)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.012601865076031254)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-15_S3.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.01129305477131564)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.01129305477131564)	(17.0, 0.03764351590438547)	(18.0, 0.048936570675701105)	(19.0, 0.03387916431394692)	(20.0, 0.12045925089403349)	(21.0, 0.08658008658008656)	(22.0, 0.6135893092414835)	(23.0, 1.0351966873705998)	(24.0, 0.27103331451157536)	(25.0, 0.3274985883681535)	(26.0, 0.8996800301148127)	(27.0, 2.108036890645587)	(28.0, 2.62375305853567)	(29.0, 3.918690005646523)	(30.0, 2.597402597402602)	(31.0, 2.65763222284962)	(32.0, 2.2811970638057626)	(33.0, 0.9222661396574439)	(34.0, 1.3137587050630517)	(35.0, 2.996423865989089)	(36.0, 1.8633540372670812)	(37.0, 1.9047619047619055)	(38.0, 3.4519104084321475)	(39.0, 3.696593261810652)	(40.0, 1.9311123658949756)	(41.0, 2.15697346132129)	(42.0, 1.509504987765856)	(43.0, 1.528326745718049)	(44.0, 3.0792396009787337)	(45.0, 1.5772633163937504)	(46.0, 2.428006775832867)	(47.0, 4.024091850178801)	(48.0, 7.253905514775086)	(49.0, 3.0415960850743495)	(50.0, 2.668925277620935)	(51.0, 3.9036325992847676)	(52.0, 4.11067193675889)	(53.0, 4.758140410314312)	(54.0, 4.984001505740622)	(55.0, 3.892339544513453)	(56.0, 3.5686053077357416)	(57.0, 2.7555053642010203)	(58.0, 1.9311123658949751)	(59.0, 1.0841332580463012)	(60.0, 0.6851119894598157)	(61.0, 0.46301524562394125)	(62.0, 0.30867683041596083)	(63.0, 0.1919819311123659)	(64.0, 0.09410878976096367)	(65.0, 0.09034443817052512)	(66.0, 0.06775832862789384)	(67.0, 0.04517221908526256)	(68.0, 0.01129305477131564)	(69.0, 0.01129305477131564)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.01129305477131564)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
