Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67
Gl-69_S31.R1	(1, 33.87812331475823)	(2, 33.92024686919528)	(3, 33.935586314338785)	(4, 33.94229732158907)	(5, 33.95170471568099)	(6, 37.81251123494518)	(7, 37.886032716160344)	(8, 37.65851758643418)	(9, 37.57145425130325)	(12, 37.76552220025167)	(17, 37.78492420156989)	(22, 37.77826113008568)	(27, 37.79079633291389)	(32, 37.73710827491162)	(37, 37.70901791599257)	(42, 37.685912876745164)	(47, 37.73475942237401)	(52, 37.68242554976332)	(57, 37.69868775840374)	(62, 37.66851219366049)	(67, 37.284283060698655)	(72, 37.59587752411768)	(77, 37.62828210198334)	(82, 37.63263227275451)	(87, 37.52873149979028)	(92, 37.67234705494637)	(97, 37.60369105398765)	(102, 37.515669003535265)	(107, 37.46223260830487)	(112, 37.60347534304033)	(117, 37.54179399604531)	(122, 37.516531847324586)	(127, 37.43349511654384)	(132, 37.44531128288094)	(137, 37.20517706273593)	(142, 37.45685181856312)	(147, 37.34752232009108)	(152, 37.35657019593744)	(157, 37.094313619749535)	(162, 37.1648271316436)	(167, 37.05154293247049)	(172, 36.96267002217029)	(177, 37.10219905326862)	(182, 37.02496255018276)	(187, 36.96441967763197)	(192, 36.78618251542933)	(197, 36.625082389597935)	(202, 36.522679609323504)	(207, 36.5201270297801)	(212, 36.07431242135539)	(217, 36.141122895320265)	(222, 36.131967164000244)	(227, 35.14216549823237)	(232, 35.8942896518665)	(237, 35.38853136796693)	(242, 34.89244412487267)	(247, 33.861705314878066)	(252, 34.73557433039726)	(257, 33.77301216370064)	(262, 33.44774402300917)	(267, 33.13227874647971)	(272, 31.447923782131944)	(277, 31.211264905027264)	(282, 30.66020129155504)	(287, 32.133078087977715)	(292, 31.45662677457879)	(297, 28.885398974454944)	(300, 30.805039563311077)
Gl-69_S31.R2	(1, 32.72850380490143)	(2, 33.248067589430164)	(3, 33.19396009347474)	(4, 33.4164419677632)	(5, 33.25621666966265)	(6, 36.4860686679849)	(7, 36.572233207501945)	(8, 36.19102402780275)	(9, 36.38366588771047)	(12, 36.74764215950626)	(17, 36.59467912996585)	(22, 36.55594703097849)	(27, 36.71364371741866)	(32, 36.515117742225414)	(37, 36.52617892024687)	(42, 36.07120858050213)	(47, 36.41253520282821)	(52, 36.38112529210858)	(57, 36.38410929354664)	(62, 36.15722931272095)	(67, 34.92512433339325)	(72, 35.60859248606867)	(77, 35.44472406974654)	(82, 35.703013961291866)	(87, 35.247408472646654)	(92, 35.95381388938822)	(97, 35.72302714362754)	(102, 35.26293966085446)	(107, 35.32203247648151)	(112, 35.3234585655222)	(117, 35.222973215890704)	(122, 35.05909281562706)	(127, 34.87685301695727)	(132, 34.66598358200012)	(137, 34.59640481754449)	(142, 34.221163640721436)	(147, 34.196057283240464)	(152, 33.72602312900714)	(157, 33.443166157349154)	(162, 32.97443825274133)	(167, 33.16632512433339)	(172, 32.40614776199892)	(177, 32.192426148960394)	(182, 31.947582239798674)	(187, 31.17883635927857)	(192, 29.605752291928816)	(197, 29.493271016837433)	(202, 29.27270657319192)	(207, 28.407226316735574)	(212, 27.35725328060399)	(217, 28.258817184972134)	(222, 27.137180178560726)	(227, 24.444017017196956)	(232, 26.469638684163222)	(237, 25.841428485828988)	(242, 23.95513212295524)	(247, 24.85035652226017)	(252, 22.910611780214513)	(257, 20.825202229013122)	(262, 19.797051950386482)	(267, 20.18539157528911)	(272, 18.59192282341662)	(277, 17.596584576667265)	(282, 17.15012730626416)	(287, 18.58568125091913)	(292, 17.9767847968798)	(297, 19.1008709570969)	(300, 24.064836204056284)
Gl-70_S32.R1	(1, 33.83869664736771)	(2, 33.91535388896369)	(3, 33.94282123782595)	(4, 33.92518289125264)	(5, 33.95251559624793)	(6, 37.757281989138725)	(7, 37.83510614424846)	(8, 37.59158027018536)	(9, 37.56720973026345)	(12, 37.70966294151968)	(17, 37.73363852609847)	(22, 37.70327184596742)	(27, 37.69191687985279)	(32, 37.690884610206)	(37, 37.60008976257798)	(42, 37.67495175261434)	(47, 37.64101252187963)	(52, 37.64299627485302)	(57, 37.634046945828274)	(62, 37.61131008482564)	(67, 37.38963242224317)	(72, 37.55569319150845)	(77, 37.607378483910054)	(82, 37.603823885821996)	(87, 37.504752928504104)	(92, 37.61548404470176)	(97, 37.574902383196445)	(102, 37.540020645392936)	(107, 37.381948745567975)	(112, 37.47743817602442)	(117, 37.45807638795386)	(122, 37.51115300031417)	(127, 37.2856424756519)	(132, 37.30560567299493)	(137, 36.984381311431264)	(142, 37.379749562407426)	(147, 37.19721736008258)	(152, 37.21288990619811)	(157, 37.11972532651138)	(162, 37.28737489340694)	(167, 37.15493918585342)	(172, 37.1483057313406)	(177, 37.2186795924779)	(182, 37.14672590996813)	(187, 37.18185000673219)	(192, 37.055302724294236)	(197, 36.800188501413764)	(202, 36.86924285265472)	(207, 36.77857367263588)	(212, 36.59493739060186)	(217, 36.77263138997351)	(222, 36.768538216417575)	(227, 36.112625106593065)	(232, 36.32371078497374)	(237, 36.38475831425878)	(242, 36.05022216238051)	(247, 34.81058300794399)	(252, 35.7875319779184)	(257, 35.28266235806292)	(262, 33.998025223284415)	(267, 34.04718818724474)	(272, 32.63151564112921)	(277, 32.243283515102554)	(282, 31.998209778591587)	(287, 33.80823559167398)	(292, 33.610304982435125)	(297, 31.21151283465707)	(300, 32.59775403108418)
Gl-70_S32.R2	(1, 32.86257349311072)	(2, 33.19545801355415)	(3, 33.108747363224275)	(4, 33.235133073021856)	(5, 33.23454961626498)	(6, 36.25106593061353)	(7, 36.039360890444776)	(8, 35.81401193842287)	(9, 36.11193393474261)	(12, 36.48919707373996)	(17, 36.430294870068664)	(22, 36.19105964723306)	(27, 36.34530766123603)	(32, 36.298882455904135)	(37, 36.18904896548629)	(42, 36.16302679412952)	(47, 36.10213186122705)	(52, 36.20373412324402)	(57, 36.07648669269781)	(62, 35.83439701988241)	(67, 35.06706162200978)	(72, 35.65013239980252)	(77, 35.414801849109104)	(82, 35.49451101835645)	(87, 35.0334993941026)	(92, 35.83521385934204)	(97, 35.77114133117904)	(102, 35.55826040123872)	(107, 35.0138772945559)	(112, 34.863632691530896)	(117, 35.17873524527625)	(122, 35.07898209236569)	(127, 34.64732283111171)	(132, 34.464117409452)	(137, 34.21886809389166)	(142, 34.340873389883754)	(147, 34.36334993941026)	(152, 34.00196580045779)	(157, 33.63369687177416)	(162, 33.51032718459673)	(167, 33.43834657331359)	(172, 33.25929715901441)	(177, 32.70510300255823)	(182, 32.86896458866299)	(187, 32.375216552219385)	(192, 31.438041380548448)	(197, 30.615169875678827)	(202, 30.586436874467033)	(207, 29.530380144517757)	(212, 29.114456263183882)	(217, 29.7000134643867)	(222, 30.195314393429378)	(227, 27.107679188546296)	(232, 28.312176293703153)	(237, 28.058947084960277)	(242, 26.919976661729727)	(247, 26.409353260625647)	(252, 25.312427628921505)	(257, 22.87884744849872)	(262, 19.837053992190654)	(267, 21.88357793635833)	(272, 20.499295363762847)	(277, 19.188878416588125)	(282, 19.428700619506213)	(287, 20.20565253943094)	(292, 19.293288634248434)	(297, 20.99929245827348)	(300, 24.22393387080244)
Gl-71_S33.R1	(1, 33.890956864462446)	(2, 33.930661995474786)	(3, 33.937449821180934)	(4, 33.91066345522225)	(5, 33.95474782862565)	(6, 37.80928399386906)	(7, 37.86898766513393)	(8, 37.63126779067221)	(9, 37.59915334647106)	(12, 37.74325961608641)	(17, 37.76277643967594)	(22, 37.721976498065835)	(27, 37.72191810816729)	(32, 37.71418144660974)	(37, 37.65977665863805)	(42, 37.68649003722356)	(47, 37.68891321801328)	(52, 37.686548427122105)	(57, 37.64811327640318)	(62, 37.64290197795782)	(67, 37.408378950441566)	(72, 37.5918838041019)	(77, 37.65113495365301)	(82, 37.62122472812204)	(87, 37.50358368002336)	(92, 37.63647908911758)	(97, 37.55752134880665)	(102, 37.45450697029413)	(107, 37.44344208451938)	(112, 37.54428143931101)	(117, 37.51076563754471)	(122, 37.420509451864824)	(127, 37.30546675425151)	(132, 37.37458579665717)	(137, 36.995562367710384)	(142, 37.38741697686301)	(147, 37.23064009926283)	(152, 37.26377636668856)	(157, 37.06291511568499)	(162, 37.20690460550325)	(167, 37.07672432669148)	(172, 37.04863878549011)	(177, 37.139770819648206)	(182, 37.03577841033501)	(187, 37.046376176921385)	(192, 36.90539376687833)	(197, 36.77287789212466)	(202, 36.7186774687979)	(207, 36.66765929494198)	(212, 36.27228669440187)	(217, 36.642770600686084)	(222, 36.42389606598059)	(227, 35.83755930224072)	(232, 36.215823662506395)	(237, 36.12683745711992)	(242, 35.387212612218086)	(247, 34.18687687030144)	(252, 35.25682796876141)	(257, 34.91251733450113)	(262, 33.99680315305452)	(267, 33.63691701335669)	(272, 32.24532515874754)	(277, 31.878884752937743)	(282, 31.545297633308525)	(287, 33.05518356711057)	(292, 32.643500744709094)	(297, 29.92899551064367)	(300, 31.62357718907112)
Gl-71_S33.R2	(1, 32.96657178308153)	(2, 33.17239617546164)	(3, 33.04912050215313)	(4, 33.26158674549303)	(5, 33.23399751842931)	(6, 36.4366834537625)	(7, 36.412597620611635)	(8, 35.51726151375812)	(9, 36.166046273994596)	(12, 36.52282315159478)	(17, 36.50632800525509)	(22, 36.39111013794614)	(27, 36.47424275600321)	(32, 36.44548573096854)	(37, 36.393898255601776)	(42, 36.14549302970586)	(47, 36.19773739143129)	(52, 36.34873366907525)	(57, 36.263572002043645)	(62, 36.009502955988616)	(67, 35.21563389533611)	(72, 35.725859426319246)	(77, 35.61299175242683)	(82, 35.65190861980877)	(87, 35.1497846872491)	(92, 35.81932705641924)	(97, 35.699759141668494)	(102, 35.321392599080355)	(107, 35.3520764907671)	(112, 35.227633019487634)	(117, 35.32857455660171)	(122, 34.84846361579447)	(127, 34.378249762791036)	(132, 34.64059557696518)	(137, 34.34493832566966)	(142, 34.240902123932564)	(147, 34.25865265309102)	(152, 34.18559229253339)	(157, 33.55025180643749)	(162, 33.326793664696005)	(167, 33.324458068754105)	(172, 32.74807678271659)	(177, 32.53882198379681)	(182, 32.330647398000146)	(187, 31.714327421356103)	(192, 30.620494854390195)	(197, 30.296284942704915)	(202, 30.02884460988249)	(207, 29.37604554412087)	(212, 28.692110064958758)	(217, 29.537508211079484)	(222, 28.334997445441935)	(227, 25.612320268593532)	(232, 27.167330851762642)	(237, 27.773753740602878)	(242, 25.534106999489087)	(247, 26.378702284504776)	(252, 25.065965987884095)	(257, 22.67697248376031)	(262, 20.23935479162105)	(267, 21.409094226698784)	(272, 19.597299467192176)	(277, 18.690518940223342)	(282, 18.530445661737822)	(287, 19.088372455996396)	(292, 19.930079614580773)	(297, 20.318248248202543)	(300, 24.36541975137503)
Gl-72_S34.R1	(1, 33.83265890248717)	(2, 33.917045005921835)	(3, 33.94344650611922)	(4, 33.918722858270826)	(5, 33.94117647058823)	(6, 37.761350177654954)	(7, 37.834336754836166)	(8, 37.55240821160679)	(9, 37.5009376233715)	(12, 37.69881563363601)	(17, 37.74109751283063)	(22, 37.71792341097513)	(27, 37.69772996446901)	(32, 37.714567706277144)	(37, 37.63470193446507)	(42, 37.68781089617055)	(47, 37.64136399526254)	(52, 37.65947493091196)	(57, 37.64246940386893)	(62, 37.626796288985396)	(67, 37.401737070667195)	(72, 37.53111922621397)	(77, 37.615130280300036)	(82, 37.60860639557836)	(87, 37.50298065534939)	(92, 37.62954994078168)	(97, 37.57096328464272)	(102, 37.550947493091186)	(107, 37.35734307145676)	(112, 37.482372680615875)	(117, 37.45879392025267)	(122, 37.49278523489933)	(127, 37.202635215159894)	(132, 37.287337149624946)	(137, 37.00222068693249)	(142, 37.37227595736281)	(147, 37.19761152783261)	(152, 37.21540663245163)	(157, 37.09317015396762)	(162, 37.26993683379392)	(167, 37.125138176075794)	(172, 37.08583695223056)	(177, 37.17609553888669)	(182, 37.07094354520332)	(187, 37.138136596920646)	(192, 36.97254243979471)	(197, 36.74104816423213)	(202, 36.78564942755626)	(207, 36.698835373075404)	(212, 36.559622976707466)	(217, 36.71381760757995)	(222, 36.710994867745754)	(227, 36.079056454796685)	(232, 36.25557639163047)	(237, 36.31738057639163)	(242, 35.967064745361235)	(247, 34.730112514804574)	(252, 35.72364784840111)	(257, 35.118959731543626)	(262, 33.9499407816818)	(267, 33.93237268061587)	(272, 32.691245558626136)	(277, 32.1256514015002)	(282, 32.032446103247665)	(287, 33.89322239258498)	(292, 33.61574204522901)	(297, 31.016681785626655)	(300, 32.409931482062014)
Gl-72_S34.R2	(1, 32.65993880773786)	(2, 33.206523884721676)	(3, 33.160432293722856)	(4, 33.25409593367549)	(5, 33.22833596525859)	(6, 36.16635412554283)	(7, 36.275463876825896)	(8, 35.0744176865377)	(9, 35.964024871693645)	(12, 36.4000888274773)	(17, 36.46712396367943)	(22, 36.27697394393999)	(27, 36.42710225029609)	(32, 36.341077773391234)	(37, 36.22150611922622)	(42, 36.23200750098697)	(47, 36.14006119226214)	(52, 36.26290959336755)	(57, 36.10412554283458)	(62, 35.90009869719701)	(67, 35.064261744966444)	(72, 35.62651006711409)	(77, 35.47157520726411)	(82, 35.525838926174494)	(87, 35.041146861429134)	(92, 35.87730951440979)	(97, 35.78739636794315)	(102, 35.58313264903277)	(107, 35.0243189893407)	(112, 34.88703118831425)	(117, 35.116383734701934)	(122, 35.123381365969216)	(127, 34.64028819581524)	(132, 34.48181997631267)	(137, 34.288787998420844)	(142, 34.476352151598896)	(147, 34.35839913146466)	(152, 34.09036715357284)	(157, 33.735521121200165)	(162, 33.571417291748915)	(167, 33.5754046585077)	(172, 33.200286221871295)	(177, 32.732964863797875)	(182, 32.818782076589024)	(187, 32.38503750493486)	(192, 31.469078168180022)	(197, 30.603138570864587)	(202, 30.64522305566522)	(207, 29.574042637189102)	(212, 29.29165021713383)	(217, 29.745361231741022)	(222, 30.185787603632058)	(227, 27.28254046585077)	(232, 28.30173707066719)	(237, 28.184968416896957)	(242, 26.993693249111725)	(247, 26.70767864192657)	(252, 25.459405842874066)	(257, 23.051056060007895)	(262, 19.93232333201737)	(267, 21.829540071061977)	(272, 20.461024476904857)	(277, 19.328967627319383)	(282, 19.45810780089634)	(287, 20.23836172120526)	(292, 19.253932846487505)	(297, 21.1683546424368)	(300, 24.15781368290697)
Gl-73_S35.R1	(1, 33.84160435078178)	(2, 33.90644119646499)	(3, 33.940049286199866)	(4, 33.923054044867435)	(5, 33.93316621346023)	(6, 37.73041298436438)	(7, 37.807783820530254)	(8, 37.54142590074779)	(9, 37.469153636981645)	(12, 37.706237253569)	(17, 37.73599592114208)	(22, 37.69545377294357)	(27, 37.6893099932019)	(32, 37.700866757307956)	(37, 37.62748130523453)	(42, 37.690746091094496)	(47, 37.64443405846363)	(52, 37.644884432358936)	(57, 37.63786539768865)	(62, 37.626860978925905)	(67, 37.391077498300476)	(72, 37.545632222977574)	(77, 37.620564242012236)	(82, 37.609865737593466)	(87, 37.50917743031952)	(92, 37.62542488103331)	(97, 37.56579707681849)	(102, 37.55339055064582)	(107, 37.38416043507818)	(112, 37.48685418082936)	(117, 37.467403127124406)	(122, 37.51600951733515)	(127, 37.235426580557444)	(132, 37.29485044187628)	(137, 37.00329707681849)	(142, 37.39680489462951)	(147, 37.193269884432354)	(152, 37.21691876274643)	(157, 37.122348742352145)	(162, 37.293677770224335)	(167, 37.15850611828688)	(172, 37.10559143439836)	(177, 37.19006628144119)	(182, 37.10786029911625)	(187, 37.168414343983684)	(192, 37.035205642420124)	(197, 36.746779401767505)	(202, 36.832146498980286)	(207, 36.78530761386811)	(212, 36.64564072059824)	(217, 36.73544357579878)	(222, 36.76309483344663)	(227, 36.13632732834806)	(232, 36.30235384092454)	(237, 36.371643439836845)	(242, 36.11154826648538)	(247, 34.86737763426241)	(252, 35.782885791978245)	(257, 35.26945105370496)	(262, 33.97554384772265)	(267, 34.0486913664174)	(272, 32.99619306594153)	(277, 32.251181169272606)	(282, 32.031062733801676)	(287, 34.0075678983321)	(292, 33.835819250092314)	(297, 31.217254869485906)	(300, 32.40036809635899)
Gl-73_S35.R2	(1, 32.950416383412644)	(2, 33.24919272603671)	(3, 33.142717539089055)	(4, 33.28471278042148)	(5, 33.270181849082256)	(6, 36.36896668932699)	(7, 36.3806084296397)	(8, 35.69786709721278)	(9, 36.21809143439837)	(12, 36.56142929979605)	(17, 36.500526852481315)	(22, 36.3049286199864)	(27, 36.42843303874915)	(32, 36.38746600951733)	(37, 36.28343813732155)	(42, 36.291374915023795)	(47, 36.20547246770904)	(52, 36.34114547926581)	(57, 36.160876954452746)	(62, 35.975314411964646)	(67, 35.20840414683888)	(72, 35.72554384772264)	(77, 35.55045887151598)	(82, 35.625713800135955)	(87, 35.22090414683889)	(92, 35.994595513256286)	(97, 35.91142929979606)	(102, 35.78197654656696)	(107, 35.16835486063902)	(112, 34.97322399728076)	(117, 35.2862678450034)	(122, 35.2731390210741)	(127, 34.74664343983685)	(132, 34.581840584636296)	(137, 34.36445445275323)	(142, 34.49553874915024)	(147, 34.44229265805575)	(152, 34.07289259007479)	(157, 33.7055829367777)	(162, 33.57323249490143)	(167, 33.58038749150238)	(172, 33.31659585316111)	(177, 32.81679129843644)	(182, 33.056976546566965)	(187, 32.60829367777022)	(192, 31.74272603670972)	(197, 30.87515295717199)	(202, 30.899575118966688)	(207, 29.959432358939495)	(212, 29.442811012916383)	(217, 29.980778382053025)	(222, 30.535910944935416)	(227, 27.55147858599592)	(232, 28.547314751869475)	(237, 28.38287729435758)	(242, 27.18819680489463)	(247, 26.750331407205984)	(252, 25.5506033310673)	(257, 23.27443915703603)	(262, 20.17048776342624)	(267, 22.1175305914344)	(272, 20.715516655336504)	(277, 19.51832087015636)	(282, 19.879038315182417)	(287, 20.594868210794914)	(292, 19.577401123103407)	(297, 21.293916018357287)	(300, 24.338311634864148)
Gl-75_S36.R1	(1, 33.885010125973984)	(2, 33.90920948752274)	(3, 33.942985617684414)	(4, 33.91154361033879)	(5, 33.93279099303196)	(6, 37.7235094223046)	(7, 37.85143994782549)	(8, 37.60920605498919)	(9, 37.58799299763155)	(12, 37.76395153262623)	(17, 37.79737067929839)	(22, 37.74254625338963)	(27, 37.72008375381869)	(32, 37.674856691724166)	(37, 37.61303676243435)	(42, 37.63791576562661)	(47, 37.680863625441944)	(52, 37.72870627810387)	(57, 37.67326399615556)	(62, 37.6430233755535)	(67, 37.50094394672708)	(72, 37.580427693680704)	(77, 37.626554079566134)	(82, 37.649922767995065)	(87, 37.57360381697731)	(92, 37.65016304534377)	(97, 37.591871760546454)	(102, 37.50235128548381)	(107, 37.461895445027984)	(112, 37.54734493529674)	(117, 37.52881611917756)	(122, 37.53122575773178)	(127, 37.34812068787973)	(132, 37.37149624137576)	(137, 37.104328424810355)	(142, 37.44934610235815)	(147, 37.21525417910961)	(152, 37.145141248755706)	(157, 37.0607901692239)	(162, 37.11187999862699)	(167, 37.17724916761061)	(172, 37.184635979816704)	(177, 37.220581471183884)	(182, 37.2126317234751)	(187, 37.26952253458278)	(192, 37.14271788006728)	(197, 37.03540315106581)	(202, 36.87332578175951)	(207, 36.899756290117736)	(212, 36.4972093502214)	(217, 36.69080424261146)	(222, 36.625153605876505)	(227, 35.94540898637284)	(232, 35.945608073318915)	(237, 35.7402327257749)	(242, 35.56452819826314)	(247, 33.695403837572506)	(252, 35.203357017814845)	(257, 34.87825489994165)	(262, 33.71579995194453)	(267, 33.655552123022)	(272, 32.13040194967906)	(277, 32.38333161706656)	(282, 32.25604996291089)	(287, 33.39977807613053)	(292, 33.41407816471551)	(297, 30.52516010649942)	(300, 31.356564978930297)
Gl-75_S36.R2	(1, 33.06387944942162)	(2, 33.32581608485223)	(3, 33.33498094943878)	(4, 33.35660591082278)	(5, 33.29224590670374)	(6, 36.63656334740672)	(7, 36.8243572580922)	(8, 36.273847526859576)	(9, 36.734699481687436)	(12, 37.00755157381663)	(17, 36.9649332372224)	(22, 36.78810283870525)	(27, 36.64649023444205)	(32, 36.61470497374112)	(37, 36.54930147942196)	(42, 36.504184258401125)	(47, 36.68732365358871)	(52, 36.836021007105344)	(57, 36.650314076820095)	(62, 36.43918580304122)	(67, 36.0781999794048)	(72, 36.22741907802149)	(77, 36.085689767617474)	(82, 36.15232897401572)	(87, 35.900635018707305)	(92, 36.31811347955926)	(97, 36.35061957230632)	(102, 36.03464799368413)	(107, 35.899790615453256)	(112, 35.74607489788213)	(117, 35.843600041190406)	(122, 35.9280540967288)	(127, 35.62658840490165)	(132, 35.372024851542925)	(137, 35.356475474547764)	(142, 35.233069028249744)	(147, 34.93338138880307)	(152, 34.362928637627434)	(157, 34.060728383619946)	(162, 33.84250849552054)	(167, 34.241005045824316)	(172, 33.86486115401778)	(177, 33.47036693783682)	(182, 33.87076511172897)	(187, 33.66922733669721)	(192, 33.104451996018255)	(197, 32.224782892252776)	(202, 31.459588782480346)	(207, 30.81444410119109)	(212, 30.312429203995464)	(217, 30.117241616036797)	(222, 29.817018501355854)	(227, 26.438972985960937)	(232, 27.284673737685786)	(237, 28.211238114852573)	(242, 27.928411080218307)	(247, 27.098273435622833)	(252, 25.97504548106958)	(257, 23.202849002849)	(262, 20.75959908008101)	(267, 21.755672261696358)	(272, 20.0615865170082)	(277, 20.14133113651186)	(282, 20.18457647302778)	(287, 20.179136167392222)	(292, 19.72779899164073)	(297, 21.622656934910545)	(300, 24.277654011789355)
Gl-79_S37.R1	(1, 33.86030150753769)	(2, 33.92043551088777)	(3, 33.9640982691234)	(4, 33.938023450586265)	(5, 33.954159687325514)	(6, 37.75315466219989)	(7, 37.817643774427694)	(8, 37.50050251256281)	(9, 37.43847012841988)	(12, 37.69946398659967)	(17, 37.74094919039643)	(22, 37.700815187046345)	(27, 37.71517587939699)	(32, 37.708486878838634)	(37, 37.62744835287549)	(42, 37.6955667225014)	(47, 37.650764935790065)	(52, 37.66236739251815)	(57, 37.671144611948634)	(62, 37.62924623115578)	(67, 37.35499720826354)	(72, 37.525103294249014)	(77, 37.6370072585148)	(82, 37.61239530988275)	(87, 37.5299162479062)	(92, 37.632138470128425)	(97, 37.58048017867113)	(102, 37.55901730876606)	(107, 37.409670575097714)	(112, 37.510921273031826)	(117, 37.48151870463429)	(122, 37.47821328866555)	(127, 37.253780011166945)	(132, 37.30461194863204)	(137, 37.03189279731994)	(142, 37.439095477386935)	(147, 37.19879396984925)	(152, 37.24963707426019)	(157, 37.1422445561139)	(162, 37.298358458961474)	(167, 37.17774427694026)	(172, 37.1555667225014)	(177, 37.2138246789503)	(182, 37.11188163037409)	(187, 37.180279173646014)	(192, 36.958704634282526)	(197, 36.74466778336125)	(202, 36.813735343383584)	(207, 36.724209938581794)	(212, 36.58246789503072)	(217, 36.73572305974316)	(222, 36.733657174762705)	(227, 36.15133445002792)	(232, 36.306554997208266)	(237, 36.42528196538247)	(242, 36.06686767169179)	(247, 34.97676158570631)	(252, 35.73570072585148)	(257, 35.254115019542155)	(262, 33.97089893914015)	(267, 34.154617532104965)	(272, 32.909860413177)	(277, 32.33459519821329)	(282, 32.14797958451834)	(287, 33.84356235932581)	(292, 33.63831853739097)	(297, 31.257992411213518)	(300, 32.50432467598347)
Gl-79_S37.R2	(1, 33.01462869905081)	(2, 33.30335008375209)	(3, 33.23986599664992)	(4, 33.41127861529871)	(5, 33.28514796203238)	(6, 36.388051367950865)	(7, 36.45510887772194)	(8, 36.058068118369626)	(9, 36.447738693467336)	(12, 36.71471803461753)	(17, 36.6649022892239)	(22, 36.469871580122835)	(27, 36.59308766052485)	(32, 36.51612506979341)	(37, 36.443517587939695)	(42, 36.43897264098269)	(47, 36.37829145728643)	(52, 36.48147403685092)	(57, 36.38510329424902)	(62, 36.14691233947515)	(67, 35.37794528196538)	(72, 35.992741485203794)	(77, 35.77725293132328)	(82, 35.81422668900056)	(87, 35.44475711892797)	(92, 36.18599664991625)	(97, 36.11252931323283)	(102, 35.89430485762144)	(107, 35.39429369067561)	(112, 35.22894472361809)	(117, 35.57765494137353)	(122, 35.51457286432161)	(127, 35.11278615298716)	(132, 34.96233389168063)	(137, 34.80054718034617)	(142, 34.90862088218872)	(147, 34.89644891122278)	(152, 34.5864544946957)	(157, 34.16666666666667)	(162, 34.019743160245675)	(167, 33.896627582356224)	(172, 33.64389726409827)	(177, 33.29123394751535)	(182, 33.3664544946957)	(187, 33.01532104969291)	(192, 32.09293132328308)	(197, 31.2714126186488)	(202, 31.315131211613625)	(207, 30.37345616973758)	(212, 29.859240647682856)	(217, 30.336739251814627)	(222, 30.831993299832494)	(227, 27.898224455611388)	(232, 29.015510887772194)	(237, 29.01928531546622)	(242, 27.816024567280852)	(247, 27.54542713567839)	(252, 26.228442211055274)	(257, 23.84360692350642)	(262, 20.620469011725294)	(267, 22.63142378559464)	(272, 20.989715242881072)	(277, 19.98403126744835)	(282, 19.978573228534124)	(287, 20.781817240736626)	(292, 19.63578284452871)	(297, 21.6299239455291)	(300, 24.599676936887743)
Gl-7_S1.R1	(1, 33.821090308370046)	(2, 33.90060572687225)	(3, 33.94944933920705)	(4, 33.9238986784141)	(5, 33.94735682819383)	(6, 37.76178414096916)	(7, 37.829460352422906)	(8, 37.52362334801762)	(9, 37.48089207048458)	(12, 37.687511013215854)	(17, 37.732378854625544)	(22, 37.71368942731278)	(27, 37.70120044052863)	(32, 37.706618942731275)	(37, 37.61350220264317)	(42, 37.6800550660793)	(47, 37.64466960352423)	(52, 37.64417400881057)	(57, 37.63834801762115)	(62, 37.61100220264317)	(67, 37.396651982378856)	(72, 37.520330396475764)	(77, 37.6081718061674)	(82, 37.611971365638766)	(87, 37.51182819383259)	(92, 37.60484581497797)	(97, 37.571266519823794)	(102, 37.55493392070484)	(107, 37.38854625550661)	(112, 37.49788546255507)	(117, 37.47722466960353)	(122, 37.51432819383259)	(127, 37.25672907488987)	(132, 37.31194933920705)	(137, 36.98319383259912)	(142, 37.37447136563877)	(147, 37.17879955947136)	(152, 37.19795154185022)	(157, 37.10755506607929)	(162, 37.27796255506608)	(167, 37.10179515418503)	(172, 37.053986784140974)	(177, 37.120297356828196)	(182, 37.03498898678414)	(187, 37.102125550660794)	(192, 36.962411894273124)	(197, 36.649052863436125)	(202, 36.776872246696044)	(207, 36.71099118942732)	(212, 36.50022026431718)	(217, 36.62124449339207)	(222, 36.67257709251102)	(227, 36.038689427312775)	(232, 36.239361233480174)	(237, 36.31363436123348)	(242, 36.124977973568285)	(247, 34.77189427312776)	(252, 35.69417400881057)	(257, 35.162158590308366)	(262, 33.96838105726873)	(267, 33.97716960352423)	(272, 32.799922907488984)	(277, 32.213964757709256)	(282, 32.13987319549149)	(287, 33.913103839519444)	(292, 33.616560283835234)	(297, 31.196773920224167)	(300, 32.5159046138516)
