Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67
Gl-32_S12.R1	(1, 33.83278926369242)	(2, 33.937613347841854)	(3, 33.94377947043888)	(4, 33.916213275299235)	(5, 33.93978962640551)	(6, 37.751541530649256)	(7, 37.8385926731955)	(8, 37.59013420384476)	(9, 37.54153064925644)	(12, 37.70627493652521)	(17, 37.75074356184258)	(22, 37.74385201305766)	(27, 37.72317736670294)	(32, 37.63779470438883)	(37, 37.535364526659414)	(42, 37.489590134203844)	(47, 37.523394994559304)	(52, 37.462749365252094)	(57, 37.35016322089227)	(62, 37.401523394994555)	(67, 37.247660500544065)	(72, 37.33971708378672)	(77, 37.324918389553865)	(82, 37.25397170837867)	(87, 37.09974610083424)	(92, 37.178599927457384)	(97, 37.27791077257889)	(102, 37.17845484221981)	(107, 37.08871962277838)	(112, 37.13253536452666)	(117, 36.97475516866159)	(122, 37.09067827348567)	(127, 36.984983677910776)	(132, 36.92716721073631)	(137, 36.65005440696409)	(142, 36.943779470438876)	(147, 36.89401523394995)	(152, 36.88639825897715)	(157, 36.67551686615887)	(162, 36.80645629307217)	(167, 36.57736670293797)	(172, 36.15959376133478)	(177, 36.4266231410954)	(182, 36.26303953572724)	(187, 36.187522669568374)	(192, 36.31650344577439)	(197, 36.049691693870145)	(202, 35.927457381211454)	(207, 36.12274211099022)	(212, 35.60718171926006)	(217, 35.40689154878491)	(222, 35.17751178817556)	(227, 34.691621327529916)	(232, 35.23793978962641)	(237, 35.10518679724338)	(242, 35.15654697134567)	(247, 32.89220166848023)	(252, 33.98621690243017)	(257, 33.784403336960466)	(262, 33.180340950308306)	(267, 33.14087776568734)	(272, 31.96322089227421)	(277, 31.219006166122597)	(282, 31.34260955216921)	(287, 32.842424829813936)	(292, 32.91057992328345)	(297, 30.131906879014213)	(300, 30.97571752385582)
Gl-32_S12.R2	(1, 32.92528110264781)	(2, 33.242655059847664)	(3, 33.10264780558578)	(4, 33.295611171563294)	(5, 33.1886108088502)	(6, 36.47696771853464)	(7, 36.42618788538266)	(8, 35.82372143634385)	(9, 36.343126586869786)	(12, 36.650562205295614)	(17, 36.70511425462459)	(22, 36.62858179180269)	(27, 36.72005803409503)	(32, 36.63772216177004)	(37, 36.42684076895176)	(42, 36.31505259339862)	(47, 36.35553137468263)	(52, 36.47718534639101)	(57, 36.19956474428727)	(62, 36.020239390642004)	(67, 35.79883931809938)	(72, 35.86478055857817)	(77, 35.78512876314835)	(82, 35.75277475516866)	(87, 35.35749002538992)	(92, 35.85041712005803)	(97, 36.08893725063474)	(102, 35.80739934711643)	(107, 35.64468625317374)	(112, 35.417482771128036)	(117, 35.06848023213639)	(122, 35.483714182081975)	(127, 35.3658324265506)	(132, 35.195429815016325)	(137, 35.18193688792165)	(142, 34.91730141458106)	(147, 34.85542256075444)	(152, 34.58636198766776)	(157, 34.28429452303228)	(162, 34.13050417120058)	(167, 33.700834240116066)	(172, 32.43793978962641)	(177, 32.46129851287631)	(182, 32.30583968081248)	(187, 31.739064200217626)	(192, 32.003046789989114)	(197, 31.526006528835687)	(202, 31.035545883206385)	(207, 30.979905694595573)	(212, 30.588030467899888)	(217, 30.20007254261879)	(222, 28.845484221980417)	(227, 27.056365614798693)	(232, 28.195067101922383)	(237, 28.84548422198041)	(242, 27.595284729778747)	(247, 27.256583242655058)	(252, 26.020819731592308)	(257, 24.50221254987305)	(262, 22.970910409865798)	(267, 22.80072542618789)	(272, 21.667972433804863)	(277, 20.566920565832426)	(282, 21.479197133435836)	(287, 20.845338753342542)	(292, 20.546511011002856)	(297, 21.507252578072674)	(300, 24.42479609222983)
Gl-33_S13.R1	(1, 33.90108401084011)	(2, 33.929539295392956)	(3, 33.954607046070464)	(4, 33.91056910569106)	(5, 33.96612466124661)	(6, 37.797425474254744)	(7, 37.861111111111114)	(8, 37.78929539295393)	(9, 37.80962059620596)	(12, 37.80772357723578)	(17, 37.80379403794038)	(22, 37.81707317073171)	(27, 37.784417344173434)	(32, 37.78523035230352)	(37, 37.72560975609756)	(42, 37.76978319783198)	(47, 37.75365853658537)	(52, 37.75013550135502)	(57, 37.71219512195122)	(62, 37.68970189701897)	(67, 37.72940379403794)	(72, 37.69986449864499)	(77, 37.72723577235772)	(82, 37.648238482384826)	(87, 37.61734417344174)	(92, 37.59945799457995)	(97, 37.59308943089431)	(102, 37.60433604336043)	(107, 37.4949864498645)	(112, 37.56016260162601)	(117, 37.54241192411924)	(122, 37.55162601626016)	(127, 37.49769647696477)	(132, 37.538888888888884)	(137, 37.294579945799455)	(142, 37.492818428184286)	(147, 37.3719512195122)	(152, 37.263279132791325)	(157, 36.956775067750684)	(162, 36.94173441734417)	(167, 35.91029810298103)	(172, 33.883875338753384)	(177, 34.261246612466124)	(182, 34.31856368563685)	(187, 34.521815718157185)	(192, 35.18983739837399)	(197, 34.16165311653117)	(202, 34.021138211382116)	(207, 34.53495934959349)	(212, 33.87547425474254)	(217, 33.42777777777778)	(222, 33.759349593495934)	(227, 33.222628726287255)	(232, 33.31287262872628)	(237, 34.63130081300814)	(242, 34.605962059620595)	(247, 32.71219512195122)	(252, 34.39552845528455)	(257, 33.90392953929539)	(262, 33.08848238482385)	(267, 33.50325203252033)	(272, 31.630352303523033)	(277, 31.29959349593496)	(282, 31.98074776878115)	(287, 33.36633764694783)	(292, 33.26038141659494)	(297, 29.758582796866808)	(300, 30.254668797096304)
Gl-33_S13.R2	(1, 33.57520325203252)	(2, 33.65108401084011)	(3, 33.50474254742547)	(4, 33.64566395663957)	(5, 33.670731707317074)	(6, 37.13075880758807)	(7, 37.201219512195124)	(8, 37.03726287262872)	(9, 37.18292682926829)	(12, 37.35609756097561)	(17, 37.35189701897019)	(22, 37.3150406504065)	(27, 37.2319783197832)	(32, 37.28929539295393)	(37, 37.32588075880759)	(42, 37.24363143631437)	(47, 37.138888888888886)	(52, 37.263956639566395)	(57, 37.21747967479675)	(62, 37.01355013550135)	(67, 36.96991869918699)	(72, 36.95623306233062)	(77, 36.89837398373984)	(82, 36.8949864498645)	(87, 36.753794037940374)	(92, 36.93536585365854)	(97, 36.97317073170732)	(102, 36.86991869918699)	(107, 36.79539295392954)	(112, 36.62913279132791)	(117, 36.471815718157174)	(122, 36.609078590785906)	(127, 36.606639566395664)	(132, 36.455420054200545)	(137, 36.30162601626016)	(142, 36.2340108401084)	(147, 36.02384823848239)	(152, 35.72655826558265)	(157, 34.4680216802168)	(162, 33.20379403794038)	(167, 30.04512195121951)	(172, 23.48753387533875)	(177, 23.99932249322493)	(182, 24.213956639566398)	(187, 25.33428184281843)	(192, 24.556639566395663)	(197, 25.0929539295393)	(202, 24.020189701897017)	(207, 24.644037940379402)	(212, 25.068970189701897)	(217, 24.831978319783197)	(222, 24.32628726287263)	(227, 23.382113821138212)	(232, 24.082791327913277)	(237, 27.46327913279133)	(242, 24.69146341463415)	(247, 23.747018970189703)	(252, 25.69308943089431)	(257, 23.26327913279133)	(262, 20.894850948509486)	(267, 23.50189701897019)	(272, 20.89322493224932)	(277, 19.59119241192412)	(282, 20.490985740049723)	(287, 20.149750776842396)	(292, 21.8827180639638)	(297, 22.555437199021654)	(300, 23.73515795517199)
Gl-34_S14.R1	(1, 33.902085994040014)	(2, 33.95189442315879)	(3, 33.93784589186888)	(4, 33.89910600255428)	(5, 33.93997445721584)	(6, 37.78884631758195)	(7, 37.90719455087271)	(8, 37.724137931034484)	(9, 37.77266922094508)	(12, 37.81770966368667)	(17, 37.790378884631764)	(22, 37.81072796934866)	(27, 37.74550872711792)	(32, 37.69518944231588)	(37, 37.68080034057046)	(42, 37.728054491272886)	(47, 37.736739037888455)	(52, 37.71962537249894)	(57, 37.70523627075351)	(62, 37.699191145168164)	(67, 37.69868028948489)	(72, 37.67194550872712)	(77, 37.71732652192422)	(82, 37.7060876968923)	(87, 37.606385696040874)	(92, 37.6316730523627)	(97, 37.59574286930609)	(102, 37.62656449553001)	(107, 37.55802469135803)	(112, 37.59957428693061)	(117, 37.580417198808)	(122, 37.5659429544487)	(127, 37.534695615155385)	(132, 37.535121328224776)	(137, 37.3448275862069)	(142, 37.53086419753086)	(147, 37.469050659855256)	(152, 37.39174116645381)	(157, 37.21813537675607)	(162, 37.11621966794381)	(167, 36.47901234567901)	(172, 35.193529161345246)	(177, 35.32507449978714)	(182, 35.34491272882077)	(187, 35.544657300979146)	(192, 35.87620263942103)	(197, 35.12796934865901)	(202, 35.09289059174116)	(207, 35.20630055342699)	(212, 34.73171562366964)	(217, 34.463175819497664)	(222, 34.71315453384419)	(227, 34.461983822903356)	(232, 34.548318433375904)	(237, 35.371477224350784)	(242, 35.124733929331626)	(247, 33.14252873563218)	(252, 34.8931460195828)	(257, 34.55725840783312)	(262, 33.69255002128565)	(267, 33.861472967220095)	(272, 32.15223499361431)	(277, 32.00357598978288)	(282, 32.19796184281657)	(287, 33.31551909534926)	(292, 32.94357067924114)	(297, 29.376614080078316)	(300, 30.965585216263392)
Gl-34_S14.R2	(1, 33.29672200936569)	(2, 33.534269902085995)	(3, 33.38484461472967)	(4, 33.51766709237974)	(5, 33.417198808003405)	(6, 37.02298850574713)	(7, 37.12899106002554)	(8, 36.864623243933586)	(9, 37.12473392933163)	(12, 37.233120476798646)	(17, 37.26462324393359)	(22, 37.15632183908046)	(27, 37.060791826309064)	(32, 37.05142613878245)	(37, 37.05415070242656)	(42, 37.0313324819072)	(47, 36.89774372073223)	(52, 37.12550021285653)	(57, 37.05457641549596)	(62, 36.85432098765432)	(67, 36.96458067262665)	(72, 36.8630055342699)	(77, 36.75913154533844)	(82, 36.74678586632609)	(87, 36.63882503192848)	(92, 36.793784589186885)	(97, 36.90515112813963)	(102, 36.743976160068115)	(107, 36.65627926777352)	(112, 36.615410813111964)	(117, 36.31443167305237)	(122, 36.444189016602806)	(127, 36.44154959557258)	(132, 36.415836526181366)	(137, 36.381268624946784)	(142, 36.038569604086845)	(147, 35.905151128139636)	(152, 35.67160493827161)	(157, 34.98331204767986)	(162, 33.85900383141763)	(167, 31.731119625372504)	(172, 27.398637718177945)	(177, 27.521243082162623)	(182, 28.082077479778633)	(187, 28.767049808429118)	(192, 28.141932737335036)	(197, 28.181779480630052)	(202, 26.851170710940824)	(207, 27.625627926777348)	(212, 27.684546615581098)	(217, 27.69289059174117)	(222, 27.346019582801194)	(227, 25.64895700297999)	(232, 26.654831843337593)	(237, 28.839250744997866)	(242, 26.77215836526181)	(247, 25.554108131119627)	(252, 26.8504895700298)	(257, 24.591996594295445)	(262, 22.76636866751809)	(267, 24.40698169433802)	(272, 21.964495530012773)	(277, 20.89408258833546)	(282, 21.075941402876296)	(287, 20.589442041140693)	(292, 21.681045606339197)	(297, 22.060802599888728)	(300, 23.948911905829902)
Gl-36_S15.R1	(1, 33.935200439319054)	(2, 33.946183415705654)	(3, 33.918725974739154)	(4, 33.92586490939045)	(5, 33.981878088962105)	(6, 37.77320153761669)	(7, 37.87589236683141)	(8, 37.785282811641956)	(9, 37.746842394288855)	(12, 37.819879187259744)	(17, 37.82910488742449)	(22, 37.803953871499175)	(27, 37.803734211971445)	(32, 37.77462932454695)	(37, 37.69621087314662)	(42, 37.68984074684239)	(47, 37.72597473915432)	(52, 37.69379461834157)	(57, 37.683141131246565)	(62, 37.68962108731466)	(67, 37.61790225151016)	(72, 37.65733113673806)	(77, 37.64349258649094)	(82, 37.60944535969247)	(87, 37.57364085667216)	(92, 37.579022515101585)	(97, 37.61263042284459)	(102, 37.57440966501922)	(107, 37.50917078528282)	(112, 37.55804503020319)	(117, 37.500933552992855)	(122, 37.55134541460736)	(127, 37.52355848434926)	(132, 37.51576057111477)	(137, 37.278418451400334)	(142, 37.44667764964306)	(147, 37.40867655134541)	(152, 37.25271828665568)	(157, 37.02504118616145)	(162, 37.050741350906094)	(167, 36.193520043931905)	(172, 34.857660626029656)	(177, 35.109170785282814)	(182, 35.169796814936845)	(187, 35.393410214168036)	(192, 35.60241625480505)	(197, 35.04689730917078)	(202, 34.96814936847886)	(207, 35.303130148270185)	(212, 34.55376166941241)	(217, 34.55529928610653)	(222, 34.74695222405272)	(227, 34.29632070291049)	(232, 34.587918725974745)	(237, 35.21526633717737)	(242, 35.27501372872048)	(247, 32.97858319604613)	(252, 34.73487095002746)	(257, 34.47841845140033)	(262, 33.424601867105984)	(267, 33.58045030203185)	(272, 32.35848434925865)	(277, 32.14969796814937)	(282, 32.52613030899499)	(287, 33.85359613734987)	(292, 33.785911406342855)	(297, 30.171493853176866)	(300, 30.716805332445873)
Gl-36_S15.R2	(1, 33.49313563975837)	(2, 33.60900604063701)	(3, 33.445359692476664)	(4, 33.60021965952773)	(5, 33.48160351455245)	(6, 37.07413509060955)	(7, 37.157605711147724)	(8, 36.86271279516749)	(9, 37.16529379461834)	(12, 37.31059857221307)	(17, 37.37748489840747)	(22, 37.27007138934651)	(27, 37.229214717188356)	(32, 37.18539264140583)	(37, 37.220208676551344)	(42, 37.07062053816585)	(47, 36.997913234486546)	(52, 37.2164744645799)	(57, 37.093025809994515)	(62, 36.929489291598024)	(67, 37.02471169686985)	(72, 37.022844590884134)	(77, 36.91378363536519)	(82, 36.84415156507414)	(87, 36.793300384404176)	(92, 36.88544755628775)	(97, 36.994179022515105)	(102, 36.866337177375065)	(107, 36.780010982976385)	(112, 36.549697968149374)	(117, 36.46963207029105)	(122, 36.663261943986825)	(127, 36.51685886875343)	(132, 36.2281164195497)	(137, 36.374190005491485)	(142, 36.18758923668314)	(147, 35.95672707303679)	(152, 35.69752883031302)	(157, 34.87149917627677)	(162, 34.12784184514003)	(167, 31.600878638110924)	(172, 27.385722130697417)	(177, 27.576386600768807)	(182, 28.066337177375072)	(187, 28.371554091158703)	(192, 27.797693574958817)	(197, 27.953432180120814)	(202, 28.298077979132348)	(207, 27.287095002745748)	(212, 27.337397034596375)	(217, 27.124327292696318)	(222, 26.812520593080723)	(227, 25.418890719384954)	(232, 26.030642504118617)	(237, 28.36836902800659)	(242, 26.852828116419552)	(247, 25.98099945085118)	(252, 26.73849533223504)	(257, 24.91916529379462)	(262, 22.49028006589786)	(267, 23.952553542009884)	(272, 21.83108182317408)	(277, 21.068094453596927)	(282, 22.159195625893027)	(287, 21.410159102005093)	(292, 22.184178900282213)	(297, 22.765878278062146)	(300, 24.534016451068617)
Gl-38_S16.R1	(1, 33.89041723979826)	(2, 33.932294054714966)	(3, 33.950634265627386)	(4, 33.93489225126089)	(5, 33.961027051811094)	(6, 37.79000458505273)	(7, 37.874369555249885)	(8, 37.6825615161241)	(9, 37.58810942992511)	(12, 37.779122726578024)	(17, 37.81033165214733)	(22, 37.798685618217945)	(27, 37.80794742472872)	(32, 37.771694941158486)	(37, 37.74760813082683)	(42, 37.73547302460645)	(47, 37.7590707626471)	(52, 37.713617606602476)	(57, 37.704844872382694)	(62, 37.716154669112036)	(67, 37.4280910897142)	(72, 37.65847470579244)	(77, 37.68250038208773)	(82, 37.69252636405319)	(87, 37.6101788170564)	(92, 37.687880177288704)	(97, 37.654287024300785)	(102, 37.540791685771055)	(107, 37.573956900504356)	(112, 37.64979367262724)	(117, 37.61513067400275)	(122, 37.58545009934281)	(127, 37.52819807427785)	(132, 37.53333333333334)	(137, 37.325661011768304)	(142, 37.53134647715116)	(147, 37.37300932294055)	(152, 37.42968057465994)	(157, 37.135289622497325)	(162, 37.23506036986092)	(167, 36.94522390340823)	(172, 36.376463395995714)	(177, 36.4481736206633)	(182, 36.463151459575116)	(187, 36.41247134342045)	(192, 36.476417545468436)	(197, 36.23417392633348)	(202, 35.907412501910436)	(207, 35.9576341127923)	(212, 35.72990982729635)	(217, 35.84533088797188)	(222, 35.84435274338988)	(227, 35.089102858016204)	(232, 35.48066636099649)	(237, 35.591624637016665)	(242, 35.21659789087575)	(247, 33.89017270365276)	(252, 35.03539660706098)	(257, 34.70533394467369)	(262, 33.806357939782984)	(267, 33.9351062203882)	(272, 32.326180651077486)	(277, 31.95842885526517)	(282, 31.537154315917178)	(287, 32.984835942716344)	(292, 32.47223425883158)	(297, 29.800671536796887)	(300, 30.93104727892556)
Gl-38_S16.R2	(1, 33.22329206785878)	(2, 33.46003362372001)	(3, 33.345560140608285)	(4, 33.47226043099496)	(5, 33.37429313770442)	(6, 36.825309491059144)	(7, 36.805440929237356)	(8, 36.089561363289015)	(9, 36.561821794283965)	(12, 36.93672627235213)	(17, 36.983035304906004)	(22, 36.89631667430842)	(27, 36.920861989912886)	(32, 36.86232615008406)	(37, 36.87265780223139)	(42, 36.6552040348464)	(47, 36.74993122420908)	(52, 36.807244383310405)	(57, 36.70530337765551)	(62, 36.4772428549595)	(67, 35.82038820113098)	(72, 36.27131285343115)	(77, 36.04224361913496)	(82, 36.224361913495336)	(87, 36.01681186000306)	(92, 36.37380406541342)	(97, 36.39452850374446)	(102, 35.945926944826525)	(107, 36.089958734525446)	(112, 36.01476386978451)	(117, 36.03823933975241)	(122, 35.88956136328901)	(127, 35.641632278771205)	(132, 35.716643741403026)	(137, 35.77279535381324)	(142, 35.396270823781144)	(147, 35.10545621274645)	(152, 35.046400733608436)	(157, 34.4377808344796)	(162, 34.001130979672936)	(167, 33.22341433593153)	(172, 30.805502063273728)	(177, 31.045514290081)	(182, 30.820877273421978)	(187, 30.3653675683937)	(192, 29.47467522543176)	(197, 29.609567476692643)	(202, 29.17252025064955)	(207, 28.684028732997092)	(212, 28.584135717560752)	(217, 29.258230169646946)	(222, 27.74837230628152)	(227, 25.29481889041724)	(232, 26.555891792755613)	(237, 27.610392786183706)	(242, 25.738193489225125)	(247, 26.552865657955067)	(252, 26.05942228335626)	(257, 23.495155127617302)	(262, 21.110927709001988)	(267, 22.319792144276327)	(272, 20.314320648020786)	(277, 19.586825615161242)	(282, 19.008237028660798)	(287, 19.593292216724485)	(292, 20.55580969558647)	(297, 21.41058878205422)	(300, 24.82160302329248)
Gl-39_S17.R1	(1, 33.94169096209912)	(2, 33.940233236151606)	(3, 33.95189504373178)	(4, 33.89795918367347)	(5, 33.94460641399417)	(6, 37.72303206997085)	(7, 37.82798833819242)	(8, 37.6997084548105)	(9, 37.70553935860058)	(12, 37.73148688046648)	(17, 37.79446064139942)	(22, 37.782798833819236)	(27, 37.78746355685131)	(32, 37.744897959183675)	(37, 37.69533527696794)	(42, 37.72769679300292)	(47, 37.68075801749271)	(52, 37.66734693877551)	(57, 37.59591836734694)	(62, 37.648396501457725)	(67, 37.660932944606415)	(72, 37.649562682215745)	(77, 37.65276967930029)	(82, 37.58396501457726)	(87, 37.64169096209913)	(92, 37.541690962099125)	(97, 37.575801749271136)	(102, 37.6530612244898)	(107, 37.50612244897959)	(112, 37.53644314868805)	(117, 37.536734693877555)	(122, 37.506705539358606)	(127, 37.4862973760933)	(132, 37.53061224489796)	(137, 37.25860058309038)	(142, 37.507871720116626)	(147, 37.33673469387755)	(152, 37.33498542274052)	(157, 37.03615160349854)	(162, 36.911078717201164)	(167, 36.1804664723032)	(172, 34.22973760932945)	(177, 34.31836734693878)	(182, 34.59241982507289)	(187, 34.59912536443149)	(192, 35.220408163265304)	(197, 34.35626822157434)	(202, 33.85860058309038)	(207, 34.7)	(212, 33.732944606413994)	(217, 33.415743440233236)	(222, 33.84081632653061)	(227, 33.49795918367347)	(232, 33.532944606414)	(237, 34.70379008746355)	(242, 35.03848396501458)	(247, 32.56997084548105)	(252, 34.625655976676384)	(257, 34.139358600583094)	(262, 33.03119533527697)	(267, 33.67580174927114)	(272, 32.10495626822158)	(277, 31.45860058309038)	(282, 32.245711022357185)	(287, 33.47223746096102)	(292, 33.43928888871916)	(297, 29.93926449582032)	(300, 30.718649956904514)
Gl-39_S17.R2	(1, 33.38921282798834)	(2, 33.62244897959184)	(3, 33.498542274052475)	(4, 33.59037900874635)	(5, 33.606413994169095)	(6, 37.07434402332362)	(7, 37.18513119533527)	(8, 37.065597667638485)	(9, 37.2201166180758)	(12, 37.24460641399417)	(17, 37.34198250728863)	(22, 37.19591836734694)	(27, 37.24927113702624)	(32, 37.275510204081634)	(37, 37.18454810495627)	(42, 37.20699708454811)	(47, 37.07259475218659)	(52, 37.196793002915456)	(57, 37.133527696793)	(62, 36.866472303207)	(67, 36.994460641399414)	(72, 37.035568513119536)	(77, 36.93090379008746)	(82, 36.96209912536443)	(87, 36.9204081632653)	(92, 36.967346938775506)	(97, 36.958892128279885)	(102, 36.958309037900875)	(107, 36.832944606413996)	(112, 36.73877551020408)	(117, 36.624489795918365)	(122, 36.711953352769676)	(127, 36.63556851311954)	(132, 36.46384839650146)	(137, 36.39737609329446)	(142, 36.083673469387755)	(147, 35.940816326530616)	(152, 35.60991253644315)	(157, 34.62157434402332)	(162, 33.46093294460641)	(167, 30.52069970845481)	(172, 24.454227405247813)	(177, 24.91661807580175)	(182, 25.551020408163264)	(187, 26.444023323615163)	(192, 25.693002915451892)	(197, 26.248979591836736)	(202, 25.21545189504373)	(207, 25.09387755102041)	(212, 26.179883381924196)	(217, 25.807580174927114)	(222, 25.389212827988338)	(227, 24.09854227405248)	(232, 24.48600583090379)	(237, 27.70874635568513)	(242, 26.017201166180758)	(247, 25.449854227405247)	(252, 26.646938775510204)	(257, 24.09067055393586)	(262, 21.952478134110788)	(267, 23.93935860058309)	(272, 20.735568513119535)	(277, 20.058600583090378)	(282, 21.131930820772357)	(287, 20.353875153442466)	(292, 21.99975051660789)	(297, 22.701501117874976)	(300, 23.60404949381327)
Gl-45_S18.R1	(1, 33.89326923076923)	(2, 33.940384615384616)	(3, 33.89807692307692)	(4, 33.886538461538464)	(5, 33.91153846153846)	(6, 37.81346153846154)	(7, 37.84423076923077)	(8, 37.74519230769231)	(9, 37.74807692307692)	(12, 37.78884615384616)	(17, 37.83538461538461)	(22, 37.78192307692308)	(27, 37.7575)	(32, 37.74134615384615)	(37, 37.71038461538462)	(42, 37.7651923076923)	(47, 37.70538461538462)	(52, 37.70903846153846)	(57, 37.72730769230769)	(62, 37.64596153846154)	(67, 37.71961538461538)	(72, 37.684423076923075)	(77, 37.69615384615384)	(82, 37.685192307692304)	(87, 37.658846153846156)	(92, 37.64057692307692)	(97, 37.620384615384616)	(102, 37.591923076923074)	(107, 37.49807692307692)	(112, 37.59096153846154)	(117, 37.560576923076916)	(122, 37.49942307692307)	(127, 37.527115384615385)	(132, 37.50038461538462)	(137, 37.21211538461539)	(142, 37.47211538461539)	(147, 37.46923076923077)	(152, 37.307115384615386)	(157, 37.00826923076923)	(162, 36.65788461538462)	(167, 35.64173076923077)	(172, 33.72153846153846)	(177, 33.689230769230775)	(182, 33.809038461538464)	(187, 34.28403846153846)	(192, 34.816923076923075)	(197, 33.74153846153846)	(202, 33.559230769230766)	(207, 33.64269230769231)	(212, 32.871538461538464)	(217, 32.543653846153845)	(222, 33.31346153846154)	(227, 32.92442307692308)	(232, 33.14634615384615)	(237, 34.56057692307692)	(242, 34.47730769230769)	(247, 32.185769230769225)	(252, 34.28115384615385)	(257, 33.872115384615384)	(262, 32.95903846153846)	(267, 33.369230769230775)	(272, 31.560961538461537)	(277, 32.0475)	(282, 32.527727802735974)	(287, 33.5887760208885)	(292, 33.57496959718412)	(297, 30.055270229873294)	(300, 30.482654600301657)
Gl-45_S18.R2	(1, 33.62019230769231)	(2, 33.75)	(3, 33.6)	(4, 33.55673076923077)	(5, 33.590384615384615)	(6, 37.14230769230769)	(7, 37.208653846153844)	(8, 37.098076923076924)	(9, 37.31153846153846)	(12, 37.434230769230766)	(17, 37.43538461538461)	(22, 37.34673076923077)	(27, 37.284423076923076)	(32, 37.35192307692307)	(37, 37.37346153846154)	(42, 37.33461538461539)	(47, 37.151153846153846)	(52, 37.387692307692305)	(57, 37.275769230769235)	(62, 37.04615384615384)	(67, 37.11673076923076)	(72, 37.0825)	(77, 36.99961538461538)	(82, 37.07057692307692)	(87, 37.015961538461546)	(92, 36.91942307692308)	(97, 37.013461538461534)	(102, 36.95980769230769)	(107, 36.963846153846156)	(112, 36.75269230769231)	(117, 36.72788461538462)	(122, 36.73865384615385)	(127, 36.82826923076923)	(132, 36.66461538461539)	(137, 36.609615384615395)	(142, 36.49249999999999)	(147, 36.254615384615384)	(152, 36.03076923076923)	(157, 34.72673076923077)	(162, 33.25884615384616)	(167, 29.722500000000004)	(172, 23.125576923076924)	(177, 23.565192307692307)	(182, 24.082307692307694)	(187, 25.239807692307693)	(192, 24.331538461538464)	(197, 25.27653846153846)	(202, 23.756346153846156)	(207, 23.876346153846157)	(212, 24.83596153846154)	(217, 24.784615384615385)	(222, 24.37192307692308)	(227, 23.185384615384617)	(232, 23.817115384615384)	(237, 27.350576923076925)	(242, 25.402115384615385)	(247, 24.356923076923078)	(252, 26.603076923076923)	(257, 23.99557692307692)	(262, 21.951153846153847)	(267, 24.458846153846153)	(272, 21.488653846153845)	(277, 20.171153846153846)	(282, 21.3437953079869)	(287, 20.880889592127538)	(292, 22.71967418853737)	(297, 22.862367939552332)	(300, 23.969672117769946)
Gl-47_S19.R1	(1, 33.91648023862789)	(2, 33.955257270693515)	(3, 33.89485458612975)	(4, 33.94780014914243)	(5, 33.92841163310962)	(6, 37.774049217002236)	(7, 37.894108873974645)	(8, 37.83967188665175)	(9, 37.81208053691275)	(12, 37.830723340790456)	(17, 37.84011931394482)	(22, 37.83236390753169)	(27, 37.815212527964206)	(32, 37.822073079791195)	(37, 37.781506338553314)	(42, 37.80193885160328)	(47, 37.785980611483964)	(52, 37.770022371364654)	(57, 37.783743475018646)	(62, 37.75645041014169)	(67, 37.82386278896347)	(72, 37.79403430275913)	(77, 37.785533184190896)	(82, 37.7689783743475)	(87, 37.73020134228189)	(92, 37.67322893363162)	(97, 37.68202833706189)	(102, 37.65503355704698)	(107, 37.56927665920955)	(112, 37.61909023117077)	(117, 37.665026099925434)	(122, 37.62192393736018)	(127, 37.60626398210291)	(132, 37.60924683072334)	(137, 37.45115585384042)	(142, 37.581506338553325)	(147, 37.552870991797164)	(152, 37.41476510067114)	(157, 37.048769574944075)	(162, 36.70917225950783)	(167, 35.65115585384042)	(172, 32.67994034302759)	(177, 32.87143922445936)	(182, 33.12363907531693)	(187, 33.604175988068604)	(192, 34.153169276659206)	(197, 32.788814317673385)	(202, 32.686502609992544)	(207, 33.561968680089485)	(212, 32.2917225950783)	(217, 31.998061148396715)	(222, 32.53288590604028)	(227, 32.42326621923937)	(232, 32.32184936614466)	(237, 34.26353467561521)	(242, 34.44504101416853)	(247, 32.36599552572707)	(252, 34.6365398956003)	(257, 34.164056674123785)	(262, 33.17225950782998)	(267, 33.878896346010436)	(272, 32.1855331841909)	(277, 32.05995525727069)	(282, 32.89660531949206)	(287, 33.8068898839908)	(292, 33.72948831387995)	(297, 30.307525904735485)	(300, 30.945597698471026)
